Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
4287,11.47,0,0.058,10,178.4,3,2009,1,1,3,3827.72
1456,16.03,0,0.064,10,194.26,2,1999,1,0,0,5184.12
1120,19.82,0,0.014,3,210.94,1,1998,2,2,1,2129.71
7756,11.74,1,0.026,9,123.21,3,2009,1,1,3,2760.22
6291,15.79,0,0.069,3,144.12,0,1987,0,1,2,4102.26
1268,14.77,0,0.077,15,187.72,0,1987,0,1,2,4763.72
5436,13.7,0,0.07,13,183.45,2,1999,1,0,0,4435.82
2283,13.06,2,0.191,13,151.96,3,2009,1,1,3,3646.25
7527,12.95,1,0.085,9,107.38,3,2009,1,1,3,4332.32
1043,13.04,0,0.028,1,126.64,2,1999,1,0,0,6660.96
6874,13.05,2,0.014,5,169.41,0,1987,0,1,2,4001.06
7272,14.77,1,0.041,11,130.2,2,1999,1,0,0,6405.03
7050,14.32,2,0.03,5,194.4,0,1987,0,1,2,4798.7
118,11.54,2,0.071,14,107.03,0,1987,0,1,2,2382.28
7256,16.12,1,0.12,8,175.82,0,1987,0,1,2,4825.55
386,15.27,2,0.082,14,144.22,3,2009,1,1,3,3988.19
6818,11.77,2,0.068,3,140.05,3,2009,1,1,3,3111.23
5069,10.85,2,0.066,0,143.92,3,2009,1,1,3,2981.2
4935,11.01,0,0.147,6,92.24,1,1998,2,2,1,1960.49
4490,10.55,2,0.08,13,94.69,1,1998,2,2,1,1908.09
6133,8.49,0,0.083,13,133.15,1,1998,2,2,1,2227.81
5342,9.75,0,0.009,13,116.15,1,1998,2,2,1,2165.05
5629,14.54,0,0.128,4,175.77,2,1999,1,0,0,4468.82
6070,15.98,0,0.106,13,169.63,0,1987,0,1,2,4668.38
4863,12.4,2,0.086,6,187.48,2,1999,1,0,0,4222.99
4896,9.77,0,0.055,3,139.51,3,2009,1,1,3,2647.72
928,11.14,2,0.016,3,109.91,0,1987,0,1,2,2352.39
7794,13.81,1,0.013,8,170.97,2,1999,1,0,0,4204.48
3036,17.24,0,0.034,4,205.11,2,1999,1,0,0,5678.44
6870,11.48,0,0.097,3,148.56,3,2009,1,1,3,3219.19
7715,13.08,1,0.052,8,202.0,2,1999,1,0,0,5449.81
3753,8.34,2,0.024,3,125.95,1,1998,2,2,1,2046.14
3437,12.51,0,0.043,4,102.78,3,2009,1,1,3,2516.6
293,14.74,2,0.083,14,167.42,2,1999,1,0,0,4342.22
8040,14.14,1,0.064,9,119.88,3,2009,1,1,3,3233.7
4533,13.21,0,0.067,13,157.8,3,2009,1,1,3,3800.42
3901,13.77,0,0.107,2,130.94,3,2009,1,1,3,3375.92
6963,12.82,2,0.184,0,133.98,3,2009,1,1,3,3223.86
6168,12.02,0,0.163,6,123.66,3,2009,1,1,3,2831.06
2686,14.08,0,0.047,4,133.08,3,2009,1,1,3,3490.85
6064,11.72,0,0.054,13,143.43,3,2009,1,1,3,3167.74
409,13.68,0,0.041,7,196.53,0,1987,0,1,2,4697.71
3501,13.28,0,0.084,10,148.86,3,2009,1,1,3,3631.96
7384,9.64,1,0.03,9,141.23,3,2009,1,1,3,2721.32
3668,12.1,0,0.12,0,126.21,3,2009,1,1,3,2901.63
4634,10.33,0,0.047,13,133.86,3,2009,1,1,3,2659.17
6020,7.13,0,0.074,5,83.24,1,1998,2,2,1,900.16
4911,12.48,2,0.214,4,105.0,3,2009,1,1,3,2554.01
2670,12.24,0,0.136,6,147.39,3,2009,1,1,3,3366.85
1634,12.54,0,0.023,6,178.97,0,1987,0,1,2,4081.38
2109,8.87,0,0.088,0,113.03,1,1998,2,2,1,1901.95
5031,12.18,0,0.097,1,137.39,3,2009,1,1,3,3149.32
3265,12.17,0,0.059,10,177.83,3,2009,1,1,3,3973.77
1460,11.92,0,0.028,13,176.11,3,2009,1,1,3,3882.25
5990,10.92,2,0.031,4,110.63,0,1987,0,1,2,2315.7
2544,13.34,0,0.093,10,124.78,2,1999,1,0,0,5703.97
7031,11.31,0,0.152,3,146.11,3,2009,1,1,3,3131.78
3687,10.66,0,0.174,15,141.0,3,2009,1,1,3,1640.82
2859,12.88,2,0.026,0,89.6,0,1987,0,1,2,2329.47
5574,11.01,2,0.117,5,114.6,0,1987,0,1,2,2417.79
4453,11.59,2,0.015,5,136.89,3,2009,1,1,3,3005.51
2123,14.02,0,0.129,3,112.36,3,2009,1,1,3,3051.8
140,15.23,0,0.047,14,158.9,2,1999,1,0,0,4279.28
2819,15.03,0,0.066,4,117.04,3,2009,1,1,3,3376.82
201,12.47,0,0.035,14,147.92,3,2009,1,1,3,3429.8
472,9.37,0,0.049,14,94.63,1,1998,2,2,1,1638.08
6715,15.12,2,0.058,5,133.4,3,2009,1,1,3,3730.93
7008,12.88,0,0.044,13,98.09,3,2009,1,1,3,2503.26
1730,15.52,0,0.053,3,173.65,0,1987,0,1,2,4646.17
1529,11.47,2,0.047,4,130.27,3,2009,1,1,3,1979.46
4081,11.1,0,0.053,1,122.31,3,2009,1,1,3,2596.24
8312,14.08,1,0.047,9,173.2,2,1999,1,0,0,4311.19
3626,17.42,0,0.027,0,143.85,1,1998,2,2,1,1901.04
1509,15.14,2,0.031,5,166.7,2,1999,1,0,0,4417.93
3593,14.14,2,0.02,4,147.81,3,2009,1,1,3,3804.8
7056,13.59,0,0.069,4,150.54,3,2009,1,1,3,3735.87
8105,11.52,1,0.066,11,109.74,0,1987,0,1,2,2433.52
8023,13.7,1,0.116,9,131.24,3,2009,1,1,3,3367.55
1196,9.2,2,0.15,3,84.37,1,1998,2,2,1,1390.69
8197,16.4,1,0.227,8,158.93,0,1987,0,1,2,4543.65
4048,14.76,0,0.033,5,145.42,3,2009,1,1,3,3896.2
7343,14.35,1,0.053,9,173.04,2,1999,1,0,0,4369.89
6771,13.36,2,0.104,0,109.88,3,2009,1,1,3,2853.77
3847,8.32,0,0.084,13,116.5,1,1998,2,2,1,1848.69
4404,12.23,0,0.054,6,152.83,3,2009,1,1,3,3477.12
3808,12.21,0,0.205,15,142.68,3,2009,1,1,3,3264.16
3412,7.02,2,0.029,0,50.42,1,1998,2,2,1,203.55
7477,13.46,1,0.08,9,148.75,3,2009,1,1,3,3670.67
3867,11.48,0,0.107,10,112.69,0,1987,0,1,2,2485.22
286,13.07,0,0.045,14,161.18,3,2009,1,1,3,3836.9
4989,9.37,0,0.068,13,104.81,1,1998,2,2,1,1847.26
6017,10.46,0,0.137,0,117.84,0,1987,0,1,2,2413.39
1533,10.72,2,0.119,3,127.9,3,2009,1,1,3,2626.22
5125,14.42,0,0.067,0,181.17,0,1987,0,1,2,4550.07
337,14.93,0,0.083,14,189.03,0,1987,0,1,2,4826.27
2874,13.33,2,0.082,4,135.39,3,2009,1,1,3,3368.53
7866,14.28,1,0.169,8,160.97,0,1987,0,1,2,4106.49
2111,13.54,0,0.1,13,154.55,3,2009,1,1,3,3808.62
6406,14.82,2,0.03,0,190.42,0,1987,0,1,2,4830.81
6205,10.02,2,0.132,13,120.83,0,1987,0,1,2,2322.64
4967,12.78,0,0.169,13,152.33,3,2009,1,1,3,3589.82
4247,12.66,2,0.066,6,117.41,3,2009,1,1,3,2849.03
3432,13.04,0,0.058,13,91.53,0,1987,0,1,2,2405.69
6374,10.54,3,0.067,3,172.61,3,2009,1,1,3,3500.18
801,14.91,0,0.1,10,166.86,2,1999,1,0,0,4368.82
1180,11.43,2,0.065,0,99.29,1,1998,2,2,1,2200.72
6414,8.81,0,0.157,13,167.03,3,2009,1,1,3,2993.9
5387,14.61,0,0.093,15,147.49,3,2009,1,1,3,3905.37
1898,12.75,2,0.007,13,146.47,3,2009,1,1,3,3463.73
4259,11.2,2,0.069,13,124.4,3,2009,1,1,3,2661.55
89,7.94,0,0.012,7,131.06,1,1998,2,2,1,2062.07
5289,14.72,2,0.033,13,183.18,0,1987,0,1,2,4659.17
1166,14.91,2,0.037,13,182.95,0,1987,0,1,2,4697.83
6078,16.9,0,0.122,10,243.98,2,1999,1,0,0,6396.62
7965,12.77,1,0.083,8,175.12,0,1987,0,1,2,4053.74
7267,12.16,1,0.039,9,124.07,3,2009,1,1,3,2872.23
3598,10.37,0,0.024,6,126.19,3,2009,1,1,3,2511.3
5423,14.34,2,0.021,0,168.19,2,1999,1,0,0,4268.48
8435,13.28,1,0.073,9,154.5,3,2009,1,1,3,3747.47
2573,16.1,0,0.027,10,156.81,2,1999,1,0,0,4433.44
5949,16.66,2,0.04,10,203.88,2,1999,1,0,0,5522.94
3732,15.99,0,0.038,13,164.5,0,1987,0,1,2,4563.96
4880,14.27,0,0.01,13,184.71,0,1987,0,1,2,4590.05
1571,7.8,0,0.036,4,131.56,1,1998,2,2,1,2039.3
6076,18.29,0,0.142,10,146.15,2,1999,1,0,0,4708.24
6914,10.76,2,0.017,3,174.58,3,2009,1,1,3,3589.29
3570,11.25,2,0.046,0,191.85,0,1987,0,1,2,4053.86
1830,14.82,0,0.027,0,119.5,3,2009,1,1,3,3380.37
2837,10.9,0,0.029,4,131.3,3,2009,1,1,3,2735.89
5579,16.31,0,0.076,6,192.76,2,1999,1,0,0,5215.58
6814,16.73,0,0.066,4,166.21,0,1987,0,1,2,4766.5
2927,13.26,0,0.037,4,147.89,3,2009,1,1,3,3607.36
4097,11.25,0,0.009,13,142.24,3,2009,1,1,3,3037.64
5276,10.33,2,0.032,13,159.28,3,2009,1,1,3,3178.88
8606,11.0,1,0.041,8,124.52,3,2009,1,1,3,2618.11
1744,11.63,3,0.045,5,139.5,3,2009,1,1,3,3068.54
6744,11.79,0,0.144,6,145.5,3,2009,1,1,3,3226.73
517,14.62,2,0.086,7,153.14,0,1987,0,1,2,4021.82
1360,11.45,2,0.052,0,154.54,3,2009,1,1,3,3335.9
7259,13.83,1,0.1,8,134.77,3,2009,1,1,3,3469.51
3857,13.13,2,0.03,5,165.99,3,2009,1,1,3,3949.88
8496,12.74,1,0.085,11,145.01,3,2009,1,1,3,3432.06
3608,10.32,0,0.024,10,117.27,0,1987,0,1,2,2316.16
4347,9.16,2,0.018,13,95.11,1,1998,2,2,1,1602.1
3547,16.64,2,0.015,10,172.08,2,1999,1,0,0,4867.83
7972,11.68,1,0.097,8,129.87,1,1998,2,2,1,1397.17
949,15.7,0,0.154,5,180.84,0,1987,0,1,2,4833.0
680,12.89,0,0.059,7,148.99,3,2009,1,1,3,3547.69
4527,12.13,2,0.073,4,136.15,3,2009,1,1,3,3112.24
1451,11.66,0,0.055,6,147.97,3,2009,1,1,3,3248.04
729,15.62,0,0.102,13,200.97,2,1999,1,0,0,5226.64
6407,10.48,0,0.169,0,94.81,1,1998,2,2,1,1893.13
4252,15.56,2,0.03,6,137.87,3,2009,1,1,3,3924.03
4493,12.66,2,0.115,13,132.52,3,2009,1,1,3,3158.98
7217,15.19,0,0.023,3,199.94,2,1999,1,0,0,5109.74
2375,15.47,2,0.07,4,196.0,0,1987,0,1,2,2379.21
2878,14.53,2,0.14,13,154.61,0,1987,0,1,2,4033.58
7110,9.14,0,0.098,6,117.87,1,1998,2,2,1,2061.73
4544,12.29,0,0.047,2,123.19,3,2009,1,1,3,2883.44
5026,10.94,0,0.051,5,133.62,3,2009,1,1,3,2792.7
5207,14.93,0,0.085,13,174.03,0,1987,0,1,2,4521.29
3834,13.41,0,0.128,3,178.88,2,1999,1,0,0,4276.47
3561,10.31,0,0.133,10,114.65,1,1998,2,2,1,2261.67
4396,11.53,2,0.083,5,158.53,3,2009,1,1,3,3435.06
6433,15.62,0,0.038,15,125.82,3,2009,1,1,3,3690.95
7152,12.48,0,0.066,13,109.64,3,2009,1,1,3,2649.1
136,14.24,2,0.108,14,161.97,0,1987,0,1,2,4118.31
168,8.96,2,0.023,7,113.57,1,1998,2,2,1,1934.23
6776,11.69,0,0.011,3,135.43,3,2009,1,1,3,2998.93
2873,10.63,0,0.282,13,96.15,1,1998,2,2,1,1955.33
7786,13.37,1,0.161,8,163.02,3,2009,1,1,3,4570.94
2167,10.04,0,0.162,6,118.72,1,1998,2,2,1,2282.8
6962,10.62,0,0.036,13,195.34,3,2009,1,1,3,3982.0
5760,13.1,0,0.035,10,119.36,3,2009,1,1,3,2989.0
8264,12.54,1,0.1,8,217.78,0,1987,0,1,2,4874.68
3298,10.97,0,0.045,5,117.36,0,1987,0,1,2,2466.69
3318,10.0,2,0.006,0,160.82,3,2009,1,1,3,3135.2
5439,13.61,3,0.082,6,160.36,3,2009,1,1,3,3942.94
6700,12.58,0,0.057,6,119.09,3,2009,1,1,3,2866.0
8221,14.33,1,0.061,8,138.52,3,2009,1,1,3,3658.43
8714,13.26,1,0.01,8,180.65,2,1999,1,0,0,4277.59
405,11.96,2,0.061,14,148.12,3,2009,1,1,3,3319.48
4593,16.96,0,0.057,3,180.06,2,1999,1,0,0,5102.47
4045,9.83,0,0.131,4,92.19,1,1998,2,2,1,1693.14
7515,9.23,1,0.091,8,145.85,3,2009,1,1,3,2656.13
7456,9.79,1,0.043,9,99.46,1,1998,2,2,1,1832.68
5690,12.37,2,0.049,0,94.72,0,1987,0,1,2,2318.2
7265,12.15,1,0.007,9,169.98,3,2009,1,1,3,3808.13
5412,12.56,0,0.038,13,152.41,3,2009,1,1,3,3541.36
6651,11.5,0,0.021,0,131.1,3,2009,1,1,3,2866.1
8650,16.3,1,0.013,9,170.94,0,1987,0,1,2,4766.1
6036,12.76,0,0.032,6,82.59,1,1998,2,2,1,2159.2
7296,13.35,1,0.149,9,150.59,3,2009,1,1,3,3683.78
6045,16.4,2,0.11,6,171.86,0,1987,0,1,2,4807.91
1140,13.73,2,0.137,15,120.67,3,2009,1,1,3,3157.67
2301,11.02,0,0.027,6,156.98,3,2009,1,1,3,3287.17
3468,13.18,2,0.028,1,156.32,3,2009,1,1,3,3762.68
1408,13.98,2,0.077,6,176.77,2,1999,1,0,0,4362.79
7374,8.43,1,0.026,8,137.92,0,1987,0,1,2,2312.43
3607,13.58,2,0.004,3,182.35,2,1999,1,0,0,5355.72
2570,14.34,0,0.064,5,201.82,0,1987,0,1,2,4956.68
5443,11.61,0,0.079,0,101.77,1,1998,2,2,1,2290.84
5201,12.63,0,0.024,13,110.06,3,2009,1,1,3,2692.1
8152,10.54,1,0.02,9,115.72,0,1987,0,1,2,2336.1
554,14.46,0,0.038,7,129.92,3,2009,1,1,3,3510.88
1750,15.22,2,0.015,6,158.64,2,1999,1,0,0,4271.53
2638,15.09,0,0.011,13,151.69,0,1987,0,1,2,4100.39
7279,13.22,1,0.292,9,195.82,0,1987,0,1,2,4579.84
1521,14.32,2,0.128,6,149.82,3,2009,1,1,3,3886.98
1525,11.26,0,0.08,3,161.09,3,2009,1,1,3,3426.12
3267,11.91,2,0.115,6,121.68,3,2009,1,1,3,2766.87
5438,10.67,0,0.079,3,124.92,3,2009,1,1,3,2552.85
4532,11.93,0,0.048,4,174.57,3,2009,1,1,3,3852.3
3760,14.5,2,0.067,3,194.8,0,1987,0,1,2,4847.27
5084,16.7,0,0.099,1,131.03,0,1987,0,1,2,4040.92
1670,8.18,0,0.073,10,106.54,1,1998,2,2,1,1613.54
5368,14.23,2,0.063,10,190.67,0,1987,0,1,2,4701.95
7245,13.58,1,0.077,8,182.08,2,1999,1,0,0,4380.79
4007,20.35,0,0.022,13,156.56,2,1999,1,0,0,5387.26
3642,12.02,0,0.041,13,118.48,3,2009,1,1,3,2725.02
4153,12.97,0,0.04,4,165.45,3,2009,1,1,3,3901.29
1623,9.93,0,0.041,13,120.85,0,1987,0,1,2,2301.83
6731,12.22,2,0.064,0,151.05,3,2009,1,1,3,3437.02
689,13.37,0,0.045,14,127.97,3,2009,1,1,3,3225.96
7589,13.07,1,0.036,9,115.87,3,2009,1,1,3,2909.34
1013,11.65,2,0.154,3,157.84,3,2009,1,1,3,3447.49
1439,14.44,0,0.036,13,134.53,2,1999,1,0,0,6410.25
5673,10.72,2,0.083,6,119.55,0,1987,0,1,2,2453.7
645,14.62,2,0.119,7,199.73,0,1987,0,1,2,4976.47
3495,14.34,0,0.033,4,148.41,3,2009,1,1,3,3863.08
4014,15.68,2,0.104,13,141.98,0,1987,0,1,2,4033.74
4460,12.2,0,0.084,6,134.65,3,2009,1,1,3,3097.45
7838,9.67,1,0.082,9,104.08,1,1998,2,2,1,1900.56
4283,11.38,0,0.026,10,117.21,3,2009,1,1,3,2555.37
8600,13.29,1,0.124,8,174.98,0,1987,0,1,2,4169.06
241,7.63,0,0.077,14,128.77,1,1998,2,2,1,1943.93
1136,13.3,2,0.009,6,158.76,3,2009,1,1,3,3839.6
6228,9.81,0,0.05,5,156.67,3,2009,1,1,3,3008.65
2997,15.42,2,0.021,5,187.03,0,1987,0,1,2,4897.07
6935,10.97,0,0.057,13,163.96,3,2009,1,1,3,3418.73
4111,15.04,3,0.024,1,196.19,0,1987,0,1,2,4997.63
2414,10.06,0,0.031,0,77.58,1,1998,2,2,1,1445.69
5130,13.67,0,0.055,10,125.03,3,2009,1,1,3,3233.44
1450,12.59,2,0.032,13,153.59,3,2009,1,1,3,3573.63
2079,10.43,0,0.059,13,73.7,1,1998,2,2,1,1450.83
2902,12.26,3,0.085,6,138.07,3,2009,1,1,3,3180.13
76,10.57,2,0.065,14,128.59,3,2009,1,1,3,2605.51
6489,10.99,0,0.126,5,148.23,3,2009,1,1,3,3100.94
6534,11.59,2,0.035,3,96.26,1,1998,2,2,1,2175.23
1872,15.44,0,0.082,5,220.07,2,1999,1,0,0,5577.07
7231,11.16,0,0.052,6,151.76,3,2009,1,1,3,3212.28
8440,13.48,1,0.142,8,153.36,3,2009,1,1,3,3768.73
4662,10.02,3,0.184,6,89.92,1,1998,2,2,1,1688.81
484,11.58,2,0.228,14,152.36,3,2009,1,1,3,3321.03
2870,10.21,0,0.096,6,121.78,0,1987,0,1,2,2385.57
5082,14.83,0,0.071,5,167.45,2,1999,1,0,0,4362.79
8132,8.44,1,0.188,8,102.17,0,1987,0,1,2,4466.61
6425,8.4,2,0.036,4,90.7,1,1998,2,2,1,1339.07
7893,12.16,1,0.21,9,173.09,3,2009,1,1,3,3875.63
5357,17.18,0,0.026,6,217.07,2,1999,1,0,0,5908.59
6190,13.84,0,0.061,10,146.78,3,2009,1,1,3,3717.08
6008,14.54,0,0.048,13,174.41,2,1999,1,0,0,4439.31
416,11.36,0,0.14,14,152.15,3,2009,1,1,3,3265.06
6805,13.68,2,0.055,13,172.37,2,1999,1,0,0,4204.8
2715,12.4,0,0.055,4,112.74,3,2009,1,1,3,2695.15
492,11.35,2,0.023,7,95.79,1,1998,2,2,1,2111.1
533,17.24,0,0.069,14,224.3,2,1999,1,0,0,6071.0
623,8.18,0,0.151,14,103.74,1,1998,2,2,1,1557.03
5405,9.65,0,0.027,15,94.67,1,1998,2,2,1,1704.05
